threshold,segment,rows,trades,coverage,trade_precision,avg_r,total_r,profit_factor,max_drawdown_r,buy_precision,sell_precision,macro_f1,prediction_distribution,target_distribution,confusion_matrix,low_sample
0.50,london|h4_range|d1_range|align_neutral|atr_extended|d1pos_mid_high,2358,177,0.075064,0.40113,0.208305,36.87,1.350709,76.0,0.362319,0.425926,0.306238,"{""DO_NOTHING"": 2181, ""ENTER_BUY"": 69, ""ENTER_SELL"": 108}","{""DO_NOTHING"": 1245, ""ENTER_BUY"": 585, ""ENTER_SELL"": 528}","{""DO_NOTHING"": {""DO_NOTHING"": 1195, ""ENTER_BUY"": 20, ""ENTER_SELL"": 30}, ""ENTER_BUY"": {""DO_NOTHING"": 528, ""ENTER_BUY"": 25, ""ENTER_SELL"": 32}, ""ENTER_SELL"": {""DO_NOTHING"": 458, ""ENTER_BUY"": 24, ""ENTER_SELL"": 46}}",False
0.50,london|h4_range|d1_range|align_neutral|atr_extended|d1pos_mid_low,2055,104,0.050608,0.451923,0.55,57.2,2.332402,10.91,0.9375,0.363636,0.285801,"{""DO_NOTHING"": 1951, ""ENTER_BUY"": 16, ""ENTER_SELL"": 88}","{""DO_NOTHING"": 1092, ""ENTER_BUY"": 378, ""ENTER_SELL"": 585}","{""DO_NOTHING"": {""DO_NOTHING"": 1044, ""ENTER_BUY"": 1, ""ENTER_SELL"": 47}, ""ENTER_BUY"": {""DO_NOTHING"": 354, ""ENTER_BUY"": 15, ""ENTER_SELL"": 9}, ""ENTER_SELL"": {""DO_NOTHING"": 553, ""ENTER_BUY"": 0, ""ENTER_SELL"": 32}}",False
0.50,london|h4_range|d1_range|align_neutral|atr_low|d1pos_high,136,3,0.022059,0.0,-1.0,-3.0,0.0,3.0,,0.0,0.306452,"{""DO_NOTHING"": 133, ""ENTER_SELL"": 3}","{""DO_NOTHING"": 115, ""ENTER_BUY"": 3, ""ENTER_SELL"": 18}","{""DO_NOTHING"": {""DO_NOTHING"": 114, ""ENTER_BUY"": 0, ""ENTER_SELL"": 1}, ""ENTER_BUY"": {""DO_NOTHING"": 1, ""ENTER_BUY"": 0, ""ENTER_SELL"": 2}, ""ENTER_SELL"": {""DO_NOTHING"": 18, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,london|h4_range|d1_range|align_neutral|atr_low|d1pos_low,288,53,0.184028,0.0,-0.55434,-29.38,0.175645,29.38,0.0,,0.242138,"{""DO_NOTHING"": 235, ""ENTER_BUY"": 53}","{""DO_NOTHING"": 189, ""ENTER_BUY"": 23, ""ENTER_SELL"": 76}","{""DO_NOTHING"": {""DO_NOTHING"": 154, ""ENTER_BUY"": 35, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 23, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 58, ""ENTER_BUY"": 18, ""ENTER_SELL"": 0}}",True
0.50,london|h4_range|d1_range|align_neutral|atr_low|d1pos_mid_high,116,38,0.327586,0.0,-0.469474,-17.84,0.092112,17.84,,0.0,0.202899,"{""DO_NOTHING"": 78, ""ENTER_SELL"": 38}","{""DO_NOTHING"": 83, ""ENTER_BUY"": 18, ""ENTER_SELL"": 15}","{""DO_NOTHING"": {""DO_NOTHING"": 49, ""ENTER_BUY"": 0, ""ENTER_SELL"": 34}, ""ENTER_BUY"": {""DO_NOTHING"": 14, ""ENTER_BUY"": 0, ""ENTER_SELL"": 4}, ""ENTER_SELL"": {""DO_NOTHING"": 15, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,london|h4_range|d1_range|align_neutral|atr_low|d1pos_mid_low,120,24,0.2,1.0,2.0,48.0,,0.0,1.0,,0.522388,"{""DO_NOTHING"": 96, ""ENTER_BUY"": 24}","{""DO_NOTHING"": 38, ""ENTER_BUY"": 24, ""ENTER_SELL"": 58}","{""DO_NOTHING"": {""DO_NOTHING"": 38, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 24, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 58, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,london|h4_range|d1_range|align_neutral|atr_normal|d1pos_high,1079,18,0.016682,0.5,0.66,11.88,2.485,6.0,,0.5,0.288946,"{""DO_NOTHING"": 1061, ""ENTER_SELL"": 18}","{""DO_NOTHING"": 697, ""ENTER_BUY"": 177, ""ENTER_SELL"": 205}","{""DO_NOTHING"": {""DO_NOTHING"": 691, ""ENTER_BUY"": 0, ""ENTER_SELL"": 6}, ""ENTER_BUY"": {""DO_NOTHING"": 174, ""ENTER_BUY"": 0, ""ENTER_SELL"": 3}, ""ENTER_SELL"": {""DO_NOTHING"": 196, ""ENTER_BUY"": 0, ""ENTER_SELL"": 9}}",True
0.50,london|h4_range|d1_range|align_neutral|atr_normal|d1pos_low,916,20,0.021834,0.7,1.582,31.64,32.64,1.0,0.722222,0.5,0.322907,"{""DO_NOTHING"": 896, ""ENTER_BUY"": 18, ""ENTER_SELL"": 2}","{""DO_NOTHING"": 603, ""ENTER_BUY"": 144, ""ENTER_SELL"": 169}","{""DO_NOTHING"": {""DO_NOTHING"": 597, ""ENTER_BUY"": 5, ""ENTER_SELL"": 1}, ""ENTER_BUY"": {""DO_NOTHING"": 131, ""ENTER_BUY"": 13, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 168, ""ENTER_BUY"": 0, ""ENTER_SELL"": 1}}",True
0.50,london|h4_range|d1_range|align_neutral|atr_normal|d1pos_mid_high,1116,138,0.123656,0.311594,0.091812,12.67,1.161134,43.07,0.283186,0.44,0.326513,"{""DO_NOTHING"": 978, ""ENTER_BUY"": 113, ""ENTER_SELL"": 25}","{""DO_NOTHING"": 635, ""ENTER_BUY"": 194, ""ENTER_SELL"": 287}","{""DO_NOTHING"": {""DO_NOTHING"": 565, ""ENTER_BUY"": 56, ""ENTER_SELL"": 14}, ""ENTER_BUY"": {""DO_NOTHING"": 162, ""ENTER_BUY"": 32, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 251, ""ENTER_BUY"": 25, ""ENTER_SELL"": 11}}",False
0.50,london|h4_range|d1_range|align_neutral|atr_normal|d1pos_mid_low,1233,27,0.021898,0.148148,-0.498519,-13.46,0.388182,15.0,0.333333,0.095238,0.242471,"{""DO_NOTHING"": 1206, ""ENTER_BUY"": 6, ""ENTER_SELL"": 21}","{""DO_NOTHING"": 684, ""ENTER_BUY"": 304, ""ENTER_SELL"": 245}","{""DO_NOTHING"": {""DO_NOTHING"": 661, ""ENTER_BUY"": 4, ""ENTER_SELL"": 19}, ""ENTER_BUY"": {""DO_NOTHING"": 302, ""ENTER_BUY"": 2, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 243, ""ENTER_BUY"": 0, ""ENTER_SELL"": 2}}",True
0.50,new_york|h4_bearish|d1_bearish|align_aligned|atr_extended|d1pos_low,264,33,0.125,0.575758,0.727273,24.0,2.714286,11.0,0.0,1.0,0.502535,"{""DO_NOTHING"": 231, ""ENTER_BUY"": 14, ""ENTER_SELL"": 19}","{""DO_NOTHING"": 198, ""ENTER_BUY"": 22, ""ENTER_SELL"": 44}","{""DO_NOTHING"": {""DO_NOTHING"": 194, ""ENTER_BUY"": 4, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 22, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 15, ""ENTER_BUY"": 10, ""ENTER_SELL"": 19}}",True
0.50,new_york|h4_bearish|d1_bearish|align_aligned|atr_extended|d1pos_mid_high,24,3,0.125,0.0,1.65,4.95,,0.0,0.0,,0.25641,"{""DO_NOTHING"": 21, ""ENTER_BUY"": 3}","{""DO_NOTHING"": 18, ""ENTER_BUY"": 6}","{""DO_NOTHING"": {""DO_NOTHING"": 15, ""ENTER_BUY"": 3, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 6, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_bearish|align_aligned|atr_extended|d1pos_mid_low,72,0,0.0,,,,,0.0,,,0.311111,"{""DO_NOTHING"": 72}","{""DO_NOTHING"": 63, ""ENTER_BUY"": 3, ""ENTER_SELL"": 6}","{""DO_NOTHING"": {""DO_NOTHING"": 63, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 3, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 6, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_bearish|align_aligned|atr_low|d1pos_mid_low,24,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 24}","{""DO_NOTHING"": 24}","{""DO_NOTHING"": {""DO_NOTHING"": 24, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_bearish|align_aligned|atr_normal|d1pos_high,10,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 10}","{""DO_NOTHING"": 10}","{""DO_NOTHING"": {""DO_NOTHING"": 10, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_bearish|align_aligned|atr_normal|d1pos_low,48,0,0.0,,,,,0.0,,,0.322581,"{""DO_NOTHING"": 48}","{""DO_NOTHING"": 45, ""ENTER_BUY"": 3}","{""DO_NOTHING"": {""DO_NOTHING"": 45, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 3, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_bearish|align_aligned|atr_normal|d1pos_mid_high,65,0,0.0,,,,,0.0,,,0.253968,"{""DO_NOTHING"": 65}","{""DO_NOTHING"": 40, ""ENTER_BUY"": 1, ""ENTER_SELL"": 24}","{""DO_NOTHING"": {""DO_NOTHING"": 40, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 1, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 24, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_bearish|align_aligned|atr_normal|d1pos_mid_low,21,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 21}","{""DO_NOTHING"": 21}","{""DO_NOTHING"": {""DO_NOTHING"": 21, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_bullish|align_neutral|atr_extended|d1pos_high,240,4,0.016667,1.0,2.0,8.0,,0.0,1.0,,0.378354,"{""DO_NOTHING"": 236, ""ENTER_BUY"": 4}","{""DO_NOTHING"": 193, ""ENTER_BUY"": 30, ""ENTER_SELL"": 17}","{""DO_NOTHING"": {""DO_NOTHING"": 193, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 26, ""ENTER_BUY"": 4, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 17, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_bullish|align_neutral|atr_extended|d1pos_low,48,15,0.3125,0.533333,0.6,9.0,2.285714,7.0,0.533333,,0.275058,"{""DO_NOTHING"": 33, ""ENTER_BUY"": 15}","{""DO_NOTHING"": 19, ""ENTER_BUY"": 29}","{""DO_NOTHING"": {""DO_NOTHING"": 12, ""ENTER_BUY"": 7, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 21, ""ENTER_BUY"": 8, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_bullish|align_neutral|atr_extended|d1pos_mid_high,239,16,0.066946,0.4375,0.45375,7.26,1.9075,5.0,0.583333,0.0,0.342469,"{""DO_NOTHING"": 223, ""ENTER_BUY"": 12, ""ENTER_SELL"": 4}","{""DO_NOTHING"": 158, ""ENTER_BUY"": 49, ""ENTER_SELL"": 32}","{""DO_NOTHING"": {""DO_NOTHING"": 152, ""ENTER_BUY"": 5, ""ENTER_SELL"": 1}, ""ENTER_BUY"": {""DO_NOTHING"": 39, ""ENTER_BUY"": 7, ""ENTER_SELL"": 3}, ""ENTER_SELL"": {""DO_NOTHING"": 32, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_bullish|align_neutral|atr_extended|d1pos_mid_low,97,7,0.072165,0.285714,-0.142857,-1.0,0.8,3.0,0.0,0.333333,0.194444,"{""DO_NOTHING"": 90, ""ENTER_BUY"": 1, ""ENTER_SELL"": 6}","{""DO_NOTHING"": 30, ""ENTER_BUY"": 49, ""ENTER_SELL"": 18}","{""DO_NOTHING"": {""DO_NOTHING"": 25, ""ENTER_BUY"": 1, ""ENTER_SELL"": 4}, ""ENTER_BUY"": {""DO_NOTHING"": 49, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 16, ""ENTER_BUY"": 0, ""ENTER_SELL"": 2}}",True
0.50,new_york|h4_bearish|d1_bullish|align_neutral|atr_normal|d1pos_high,95,17,0.178947,0.176471,-0.178235,-3.03,0.724545,5.0,,0.176471,0.309524,"{""DO_NOTHING"": 78, ""ENTER_SELL"": 17}","{""DO_NOTHING"": 62, ""ENTER_BUY"": 22, ""ENTER_SELL"": 11}","{""DO_NOTHING"": {""DO_NOTHING"": 50, ""ENTER_BUY"": 0, ""ENTER_SELL"": 12}, ""ENTER_BUY"": {""DO_NOTHING"": 20, ""ENTER_BUY"": 0, ""ENTER_SELL"": 2}, ""ENTER_SELL"": {""DO_NOTHING"": 8, ""ENTER_BUY"": 0, ""ENTER_SELL"": 3}}",True
0.50,new_york|h4_bearish|d1_bullish|align_neutral|atr_normal|d1pos_low,4,4,1.0,0.0,-1.0,-4.0,0.0,4.0,0.0,,0.0,"{""ENTER_BUY"": 4}","{""DO_NOTHING"": 2, ""ENTER_SELL"": 2}","{""DO_NOTHING"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 2, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 2, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_bullish|align_neutral|atr_normal|d1pos_mid_high,241,11,0.045643,0.545455,0.690909,7.6,2.727273,4.0,,0.545455,0.302773,"{""DO_NOTHING"": 230, ""ENTER_SELL"": 11}","{""DO_NOTHING"": 141, ""ENTER_BUY"": 38, ""ENTER_SELL"": 62}","{""DO_NOTHING"": {""DO_NOTHING"": 138, ""ENTER_BUY"": 0, ""ENTER_SELL"": 3}, ""ENTER_BUY"": {""DO_NOTHING"": 36, ""ENTER_BUY"": 0, ""ENTER_SELL"": 2}, ""ENTER_SELL"": {""DO_NOTHING"": 56, ""ENTER_BUY"": 0, ""ENTER_SELL"": 6}}",True
0.50,new_york|h4_bearish|d1_bullish|align_neutral|atr_normal|d1pos_mid_low,92,5,0.054348,0.0,-1.0,-5.0,0.0,5.0,,0.0,0.237762,"{""DO_NOTHING"": 87, ""ENTER_SELL"": 5}","{""DO_NOTHING"": 56, ""ENTER_BUY"": 7, ""ENTER_SELL"": 29}","{""DO_NOTHING"": {""DO_NOTHING"": 51, ""ENTER_BUY"": 0, ""ENTER_SELL"": 5}, ""ENTER_BUY"": {""DO_NOTHING"": 7, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 29, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_range|align_neutral|atr_extended|d1pos_high,283,23,0.081272,0.391304,0.173913,4.0,1.285714,10.0,0.692308,0.0,0.385796,"{""DO_NOTHING"": 260, ""ENTER_BUY"": 13, ""ENTER_SELL"": 10}","{""DO_NOTHING"": 189, ""ENTER_BUY"": 41, ""ENTER_SELL"": 53}","{""DO_NOTHING"": {""DO_NOTHING"": 185, ""ENTER_BUY"": 4, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 22, ""ENTER_BUY"": 9, ""ENTER_SELL"": 10}, ""ENTER_SELL"": {""DO_NOTHING"": 53, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_range|align_neutral|atr_extended|d1pos_low,773,72,0.093144,0.416667,0.279722,20.14,1.502495,19.08,0.408451,1.0,0.326856,"{""DO_NOTHING"": 701, ""ENTER_BUY"": 71, ""ENTER_SELL"": 1}","{""DO_NOTHING"": 466, ""ENTER_BUY"": 214, ""ENTER_SELL"": 93}","{""DO_NOTHING"": {""DO_NOTHING"": 441, ""ENTER_BUY"": 25, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 185, ""ENTER_BUY"": 29, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 75, ""ENTER_BUY"": 17, ""ENTER_SELL"": 1}}",True
0.50,new_york|h4_bearish|d1_range|align_neutral|atr_extended|d1pos_mid_high,291,16,0.054983,0.375,0.125,2.0,1.2,10.0,,0.375,0.294143,"{""DO_NOTHING"": 275, ""ENTER_SELL"": 16}","{""DO_NOTHING"": 170, ""ENTER_BUY"": 46, ""ENTER_SELL"": 75}","{""DO_NOTHING"": {""DO_NOTHING"": 167, ""ENTER_BUY"": 0, ""ENTER_SELL"": 3}, ""ENTER_BUY"": {""DO_NOTHING"": 39, ""ENTER_BUY"": 0, ""ENTER_SELL"": 7}, ""ENTER_SELL"": {""DO_NOTHING"": 69, ""ENTER_BUY"": 0, ""ENTER_SELL"": 6}}",True
0.50,new_york|h4_bearish|d1_range|align_neutral|atr_extended|d1pos_mid_low,261,9,0.034483,0.0,-0.678889,-6.11,0.127143,6.11,,0.0,0.283407,"{""DO_NOTHING"": 252, ""ENTER_SELL"": 9}","{""DO_NOTHING"": 202, ""ENTER_BUY"": 49, ""ENTER_SELL"": 10}","{""DO_NOTHING"": {""DO_NOTHING"": 193, ""ENTER_BUY"": 0, ""ENTER_SELL"": 9}, ""ENTER_BUY"": {""DO_NOTHING"": 49, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 10, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_range|align_neutral|atr_low|d1pos_low,48,0,0.0,,,,,0.0,,,0.298851,"{""DO_NOTHING"": 48}","{""DO_NOTHING"": 39, ""ENTER_BUY"": 9}","{""DO_NOTHING"": {""DO_NOTHING"": 39, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 9, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_range|align_neutral|atr_low|d1pos_mid_high,96,0,0.0,,,,,0.0,,,0.237136,"{""DO_NOTHING"": 96}","{""DO_NOTHING"": 53, ""ENTER_BUY"": 3, ""ENTER_SELL"": 40}","{""DO_NOTHING"": {""DO_NOTHING"": 53, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 3, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 40, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_range|align_neutral|atr_low|d1pos_mid_low,24,0,0.0,,,,,0.0,,,0.234234,"{""DO_NOTHING"": 24}","{""DO_NOTHING"": 13, ""ENTER_SELL"": 11}","{""DO_NOTHING"": {""DO_NOTHING"": 13, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 11, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_range|align_neutral|atr_normal|d1pos_high,280,17,0.060714,0.823529,1.470588,25.0,9.333333,3.0,1.0,0.769231,0.461735,"{""DO_NOTHING"": 263, ""ENTER_BUY"": 4, ""ENTER_SELL"": 13}","{""DO_NOTHING"": 193, ""ENTER_BUY"": 49, ""ENTER_SELL"": 38}","{""DO_NOTHING"": {""DO_NOTHING"": 192, ""ENTER_BUY"": 0, ""ENTER_SELL"": 1}, ""ENTER_BUY"": {""DO_NOTHING"": 43, ""ENTER_BUY"": 4, ""ENTER_SELL"": 2}, ""ENTER_SELL"": {""DO_NOTHING"": 28, ""ENTER_BUY"": 0, ""ENTER_SELL"": 10}}",True
0.50,new_york|h4_bearish|d1_range|align_neutral|atr_normal|d1pos_low,305,2,0.006557,1.0,2.0,4.0,,0.0,1.0,,0.301597,"{""DO_NOTHING"": 303, ""ENTER_BUY"": 2}","{""DO_NOTHING"": 220, ""ENTER_BUY"": 61, ""ENTER_SELL"": 24}","{""DO_NOTHING"": {""DO_NOTHING"": 220, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 59, ""ENTER_BUY"": 2, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 24, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_range|align_neutral|atr_normal|d1pos_mid_high,264,0,0.0,,,,,0.0,,,0.294574,"{""DO_NOTHING"": 264}","{""DO_NOTHING"": 209, ""ENTER_BUY"": 35, ""ENTER_SELL"": 20}","{""DO_NOTHING"": {""DO_NOTHING"": 209, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 35, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 20, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bearish|d1_range|align_neutral|atr_normal|d1pos_mid_low,350,7,0.02,0.0,-0.347143,-2.43,0.3925,3.0,0.0,0.0,0.286645,"{""DO_NOTHING"": 343, ""ENTER_BUY"": 6, ""ENTER_SELL"": 1}","{""DO_NOTHING"": 271, ""ENTER_BUY"": 29, ""ENTER_SELL"": 50}","{""DO_NOTHING"": {""DO_NOTHING"": 264, ""ENTER_BUY"": 6, ""ENTER_SELL"": 1}, ""ENTER_BUY"": {""DO_NOTHING"": 29, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 50, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bullish|d1_bearish|align_neutral|atr_extended|d1pos_high,126,3,0.02381,0.0,-1.0,-3.0,0.0,3.0,0.0,,0.307018,"{""DO_NOTHING"": 123, ""ENTER_BUY"": 3}","{""DO_NOTHING"": 105, ""ENTER_SELL"": 21}","{""DO_NOTHING"": {""DO_NOTHING"": 105, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 18, ""ENTER_BUY"": 3, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bullish|d1_bearish|align_neutral|atr_extended|d1pos_low,134,0,0.0,,,,,0.0,,,0.256881,"{""DO_NOTHING"": 134}","{""DO_NOTHING"": 84, ""ENTER_BUY"": 25, ""ENTER_SELL"": 25}","{""DO_NOTHING"": {""DO_NOTHING"": 84, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 25, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 25, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.50,new_york|h4_bullish|d1_bearish|align_neutral|atr_extended|d1pos_mid_high,136,25,0.183824,0.28,0.3492,8.73,1.671538,13.0,,0.28,0.253494,"{""DO_NOTHING"": 111, ""ENTER_SELL"": 25}","{""DO_NOTHING"": 66, ""ENTER_BUY"": 19, ""ENTER_SELL"": 51}","{""DO_NOTHING"": {""DO_NOTHING"": 51, ""ENTER_BUY"": 0, ""ENTER_SELL"": 15}, ""ENTER_BUY"": {""DO_NOTHING"": 16, ""ENTER_BUY"": 0, ""ENTER_SELL"": 3}, ""ENTER_SELL"": {""DO_NOTHING"": 44, ""ENTER_BUY"": 0, ""ENTER_SELL"": 7}}",True
0.50,new_york|h4_bullish|d1_bearish|align_neutral|atr_extended|d1pos_mid_low,84,4,0.047619,1.0,2.0,8.0,,0.0,,1.0,0.432184,"{""DO_NOTHING"": 80, ""ENTER_SELL"": 4}","{""DO_NOTHING"": 65, ""ENTER_BUY"": 3, ""ENTER_SELL"": 16}","{""DO_NOTHING"": {""DO_NOTHING"": 65, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 3, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 12, ""ENTER_BUY"": 0, ""ENTER_SELL"": 4}}",True
0.50,new_york|h4_bullish|d1_bearish|align_neutral|atr_low|d1pos_low,22,0,0.0,,,,,0.0,,,0.208333,"{""DO_NOTHING"": 22}","{""DO_NOTHING"": 10, ""ENTER_BUY"": 12}","{""DO_NOTHING"": {""DO_NOTHING"": 10, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 12, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
